chr,start,end,length,abs_summit,pileup,-log(10) values,fold_enrichment,-log(10) values,name,Annotation,Accession,Symbol,Detailed Annotation
chr2,16876957,16877222,266,16877077,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_662,Intergenic,NR_040632,4930515L03Rik,Intergenic
chr2,18958301,18958605,305,18958497,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_663,Intron,NM_008845,Pip4k2a,"intron (NM_001355149, intron 1 of 10)"
chr2,25741197,25741448,252,25741206,10,3.22243,2.57339,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_665,Intergenic,NM_033145;NM_023326;NM_001099301;NM_001276257;NM_010694;NM_178036;NM_029959;NR_045340;NM_001276448;NM_001042630;NM_001100455;NM_007947;NM_153558;NM_177840;NM_001039095,Lcn5;Lcn6;Lcn3;Obp2b;Obp2a;Lcn9;Lcn8;Bmyc;Gm13539;Lcn11;Lcn10;Glt6d1,(TCTA)n|Simple_repeat|Simple_repeat
chr2,29661864,29662344,481,29661929,12,4.82437,3.2678,0.610116,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_666,Intron,NM_001039087;NM_054050;NM_001039086,Rapgef1,"intron (NM_001039087, intron 1 of 25)"
chr2,29672262,29672594,333,29672565,13,4.1501,2.81636,0.186974,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_667,Intron,NM_001039087;NM_054050;NM_001039086,Rapgef1,"intron (NM_001039087, intron 1 of 25)"
chr2,32493495,32493731,237,32493547,20,7.14262,3.52131,2.51577,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_668,Intergenic,NM_011373;NM_001164357;NM_001290558;NM_001164358;NM_001276425;NM_133783;NM_010073;NM_198191;NM_153560;NM_146118;NM_194335,Fam102a;Ptges2;Naif1;Dpm2;Slc25a25;St6galnac4;Pip5kl1,Intergenic
chr2,32509219,32509851,633,32509453,29,19.4547,7.54107,14.0474,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_669,Intergenic,NM_011373;NM_016973;NM_001164357;NM_001290558;NM_001289548;NM_001164358;NM_001276425;NM_010073;NM_001289547;NM_198191;NM_001289549;NM_153560;NM_146118;NR_110347;NM_194335;NM_001025310;NM_001025311,Fam102a;Naif1;Dpm2;Slc25a25;St6galnac6;St6galnac4;Pip5kl1,Intergenic
chr2,34298965,34299202,238,34299119,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_670,Intron,NM_016768;NM_001290576,Pbx3,L1ME2|LINE|L1
chr2,34938745,34939129,385,34938881,21,9.99049,4.63909,5.08836,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_671,Intergenic,NM_028716;NM_010406;NM_030021;NM_080554;NM_009421,Psmd5;Traf1;Cutal;Phf19;Hc,Intergenic
chr2,34963100,34963481,382,34963422,19,6.27189,3.25432,1.78821,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_672,Promoter,NM_009421,Traf1,Intergenic
chr2,38471652,38472450,799,38471983,23,9.15396,4.02435,4.32418,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_673,Intergenic,NM_021606;NM_001159631,Nek6,Intergenic
chr2,41355658,41356059,402,41356052,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_674,Intron,NM_053011,Lrp1b,"intron (NM_053011, intron 21 of 90)"
chr2,43753105,43753517,413,43753270,14,5.6399,3.47118,1.25681,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_675,Intron,NM_153820;NM_001025377,Arhgap15,"intron (NM_153820, intron 1 of 13)"
chr2,44977024,44977259,236,44977083,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_676,Intergenic,NM_001289521;NR_039591;NM_015753,Mir5129;Zeb2,Intergenic
chr2,45456806,45457120,315,45456927,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_677,Intergenic,,,Intergenic
chr2,46561295,46561704,410,46561510,15,7.13838,4.12208,2.51577,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_678,Intergenic,,,AT_rich|Low_complexity|Low_complexity
chr2,48726247,48726608,362,48726269,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_679,Intergenic,NM_007396,Acvr2a,ORR1F|LTR|ERVL-MaLR
chr2,54678907,54679221,315,54679096,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_680,Intron,NM_173030,Galnt13,"intron (NM_173030, intron 3 of 12)"
chr2,57894914,57895174,261,57895058,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_682,Intergenic,,,MLT1E3|LTR|ERVL-MaLR
chr2,58157281,58157545,265,58157406,12,3.35631,2.49515,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_683,Intron,NM_139200,Cytip,"intron (NM_139200, intron 1 of 7)"
chr2,61700532,61700787,256,61700658,12,4.73201,3.21732,0.555382,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_684,Intergenic,NM_001164072;NM_001164071;NM_021526;NM_011529,Psmd14;Tank,Intergenic
chr2,62395046,62395316,271,62395054,11,3.52989,2.66169,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_685,Intron,NM_001159543;NM_010074,Dpp4,Lx6|LINE|L1
chr2,65189249,65189618,370,65189551,14,3.67846,2.51522,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_687,Intron,NM_027225;NM_177025,Cobll1,"intron (NM_001363076, intron 1 of 14)"
chr2,65681640,65681932,293,65681740,12,3.59242,2.61519,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_688,Intron,NM_001099298,Scn2a1,"intron (NM_001346679, intron 4 of 26)"
chr2,68469549,68469801,253,68469668,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_689,Promoter,NM_016866,Stk39,"intron (NM_016866, intron 1 of 17)"
chr2,70091474,70091767,294,70091562,19,6.5104,3.35363,1.97521,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_690,Intron,NM_177376,Myo3b,"intron (NM_177376, intron 2 of 34)"
chr2,71607637,71607881,245,71607740,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_691,Intergenic,NM_010054;NM_025633;NR_002854;NM_010053,Metap1d;Dlx1as;Dlx1;Dlx2,"intron (NR_039557, intron 2 of 3)"
chr2,72837867,72838629,763,72838341,28,18.8252,7.47128,13.4433,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_692,Intergenic,NM_001018042;NR_102348;NR_102349;NM_001098425,Sp3;6430710C18Rik,Intergenic
chr2,76369900,76370165,266,76369944,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_694,Promoter,NM_153405,Rbm45,promoter-TSS (NM_153405)
chr2,78961595,78962060,466,78961876,16,7.70955,4.27327,3.02801,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_695,Intergenic,NM_009454,Ube2e3,Intergenic
chr2,79636513,79636749,237,79636625,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_696,Promoter,NM_080558,Ssfa2,"intron (NM_080558, intron 2 of 17)"
chr2,85013784,85014318,535,85014014,13,5.50389,3.51917,1.13731,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_697,Intron,NM_145526,P2rx3,"intron (NM_145526, intron 8 of 11)"
chr2,85732149,85732499,351,85732180,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_698,Intergenic,NM_146569;NM_146568;NM_146586;NM_146572;NM_146573;NM_146570;NM_146571;NM_146866;NM_013728;NM_001011758;NM_146762;NM_207149,Olfr154;Olfr1015;Olfr1008;Olfr1009;Olfr1018;Olfr1002;Olfr1014;Olfr1016;Olfr1006;Olfr1010;Olfr1013;Olfr1012,L1M2|LINE|L1
chr2,88257223,88257481,259,88257271,13,5.04545,3.27522,0.753366,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_700,Intergenic,NM_207566;NM_146532;NM_146771;NM_146531,Olfr1173;Olfr1170;Olfr1176;Olfr1168,Intergenic
chr2,99271267,99271535,269,99271405,13,5.66592,3.60682,1.25681,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_701,Intergenic,,,Intergenic
chr2,103632139,103632601,463,103632306,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_702,Intron,NM_178890,Abtb2,"intron (NM_178890, intron 1 of 16)"
chr2,106326599,106326850,252,106326620,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_704,Intergenic,,,Intergenic
chr2,110675703,110675950,248,110675862,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_705,Intron,NM_001128103,Ano3,"intron (NM_001355244, intron 17 of 23)"
chr2,112096133,112096412,280,112096259,12,4.83601,3.27418,0.621269,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_707,Intergenic,NM_146448;NM_146742;NM_146449;NM_146450;NM_146362;NM_207150;NM_001011802;NM_146274,Olfr1318;Olfr1316;Olfr1317;Olfr1314;Olfr1312;Olfr1313;Olfr1310;Olfr1311,B3|SINE|B2
chr2,117342799,117343314,516,117343104,16,4.74102,2.85058,0.555382,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_708,Promoter,NM_011246,Rasgrp1,promoter-TSS (NM_011246)
chr2,117418621,117418909,289,117418841,16,7.70955,4.27327,3.02801,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_709,Intergenic,NM_011246,Rasgrp1,Intergenic
chr2,120499907,120500143,237,120499952,11,4.17581,3.01643,0.186974,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_710,Intron,NM_001109761;NM_007601;NM_001177799,Capn3,"intron (NM_007601, intron 15 of 23)"
chr2,122652395,122652646,252,122652551,30,4.86693,2.22932,0.650384,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_711,Intergenic,NM_001033256;NM_011774;NM_001004174;NM_025961;NM_019788;NR_030547;NM_001290993,Bloc1s6;Mir147;AA467197;Gatm;Spata5l1;Slc30a4,Intergenic
chr2,128152945,128153218,274,128153217,14,3.31939,2.35125,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_713,Intron,NM_009754;NM_207680;NM_207681,Bcl2l11,"intron (NM_207680, intron 3 of 3)"
chr2,128451519,128452078,560,128451707,22,4.99272,2.57216,0.714478,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_714,Intergenic,NR_028589;NR_028590;NR_028591,Gm14005,Intergenic
chr2,128499686,128500018,333,128499776,20,7.14262,3.52131,2.51577,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_715,Intergenic,NR_028589;NR_028590;NR_028591,Gm14005,Intergenic
chr2,137058445,137058689,245,137058672,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_716,Intron,NM_028201;NM_001038641;NM_028834,Slx4ip,"intron (NM_001355670, intron 6 of 7)"
chr2,139500207,139500518,312,139500373,9,3.06613,2.56391,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_717,Intron,NM_175467,Sptlc3,"intron (NM_175467, intron 2 of 12)"
chr2,140014641,140014886,246,140014683,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_718,Intron,NM_001289611;NM_175225;NM_001159640;NM_001159641;NR_110350;NR_110351;NR_110352,Tasp1,"intron (NR_110352, intron 3 of 12)"
chr2,142221880,142222125,246,142221991,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_719,Intron,NM_001013802,Macrod2,"intron (NM_001013802, intron 11 of 18)"
chr2,144269610,144269919,310,144269888,12,3.59242,2.61519,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_720,Promoter,NM_001289631;NM_028984;NM_024225;NM_001289630;NM_001199188,Mgme1;Snx5,"intron (NM_001199188, intron 2 of 13)"
chr2,144458898,144459265,368,144459120,15,7.13838,4.12208,2.51577,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_721,Promoter,NR_033459,Zfp133-ps,promoter-TSS (NR_033459)
chr2,153117696,153117938,243,153117910,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_722,Intron,NM_001172117;NM_010407,Hck,L1MA4|LINE|L1
chr2,153224675,153224975,301,153224810,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_723,Promoter,NM_198617,Tspyl3,"exon (NM_198617, exon 1 of 1)"
chr2,154793358,154793592,235,154793476,12,4.73201,3.21732,0.555382,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_724,Promoter,NM_001139512;NM_001139513;NM_001139511;NM_023130,Raly,"intron (NM_001139513, intron 1 of 8)"
chr2,155079351,155079648,298,155079528,16,7.91394,4.37971,3.19954,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_725,Intergenic,NR_040634;NM_001243712;NM_015770;NM_016661;NM_008395,a;Ahcy;Itch;2310005A03Rik,(CATG)n|Simple_repeat|Simple_repeat
chr2,155134929,155135303,375,155135250,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_726,Promoter,NM_001243712;NM_008395,Itch,B1F1|SINE|Alu
chr2,155679677,155680165,489,155679830,19,6.5104,3.35363,1.97521,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_727,Intron,NM_001163452;NM_019828,Trpc4ap,"intron (NM_001163452, intron 1 of 18)"
chr2,156256523,156256881,359,156256624,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_728,Intron,NM_172674,Phf20,"intron (NM_172674, intron 4 of 17)"
chr2,163103304,163103558,255,163103434,11,4.09224,2.96984,0.153202,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_729,Intergenic,NM_008652;NR_105970;NM_172150;NM_013731;NM_001291152;NM_026630;NM_001291154,Gtsf1l;Mybl2;Ift52;Sgk2;Mir7003,Intergenic
chr2,164079429,164079760,332,164079609,14,6.38852,3.86445,1.87408,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_730,Exon,NM_021420,Stk4,"intron (NM_021420, intron 2 of 10)"
chr2,164441286,164441541,256,164441378,15,5.66947,3.37388,1.25782,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_731,Promoter,NM_011521,Sdc4,"intron (NM_011521, intron 1 of 4)"
chr2,164942641,164943266,626,164942787,14,6.38852,3.86445,1.87408,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_732,Intergenic,NM_013599;NM_146129;NM_199027;NM_144892;NM_020333;NM_011125,Zfp335;Ncoa5;Slc12a5;Pltp;Pcif1;Mmp9,Intergenic
chr2,166029977,166032036,2060,166031293,56,48.6412,13.3348,42.5086,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_733,Intron,NM_008679,Ncoa3,"intron (NM_008679, intron 1 of 22)"
chr2,166046085,166046431,347,166046253,16,7.91394,4.37971,3.19954,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_734,Intron,NM_008679,Ncoa3,B1F|SINE|Alu
chr2,166630343,166630694,352,166630591,13,3.18615,2.34754,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_735,Intron,NM_177782,Prex1,"intron (NM_177782, intron 5 of 39)"
chr2,167804656,167805282,627,167805028,23,9.15396,4.02435,4.32418,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_736,Intergenic,,,Intergenic
chr2,168588903,168589243,341,168588949,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_737,Promoter,NM_001291177;NM_001291176;NM_001291175;NM_010899;NM_001291179;NM_001291178;NM_001037177;NR_111898;NM_001136073,Nfatc2,"intron (NM_001291168, intron 1 of 9)"
chr2,170117413,170117662,250,170117424,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_738,Intron,NM_001033299;NM_001159683,Zfp217,"intron (NM_001033299, intron 2 of 5)"
chr2,173019819,173020060,242,173019856,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_739,Promoter,NM_019547,Rbm38,Intergenic
chr2,173085899,173086412,514,173086082,16,4.74102,2.85058,0.555382,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_740,Intergenic,NM_012046;NM_001083960;NM_019547;NM_175112;NM_001081387;NR_040321;NM_011044;NM_001083959,Pck1;Ctcfl;Ctcflos;Spo11;Rae1;Rbm38,B4|SINE|B4
chr2,173409287,173409822,536,173409609,17,8.71379,4.63735,3.92579,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_741,Intergenic,,,Intergenic
chr2,181365060,181365306,247,181365222,13,3.6533,2.57164,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_743,Promoter,NM_001165995;NM_001165992;NM_001165991;NM_029702;NM_001048148;NR_028585;NM_144894,Zgpat;Arfrp1,promoter-TSS (NM_001048148)
chr3,10940647,10940963,317,10940691,13,4.1501,2.81636,0.186974,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_745,Intergenic,,,L1Md_F2|LINE|L1
chr3,21911113,21911603,491,21911369,18,5.89873,3.18595,1.46213,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_748,Intergenic,,,Intergenic
chr3,30966144,30966484,341,30966186,13,4.1501,2.81636,0.186974,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_749,Intron,NM_153421;NM_001165956;NM_001165955;NM_001165954,Phc3,Lx7|LINE|L1
chr3,37419170,37419585,416,37419299,16,4.74102,2.85058,0.555382,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_750,Promoter,NM_001163511;NM_001291044;NM_021343;NM_153561,Spata5;Nudt6,promoter-TSS (NM_001163511)
chr3,38854024,38854293,270,38854050,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_751,Intergenic,NM_183221,Fat4,Intergenic
chr3,39610844,39611275,432,39611124,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_752,Intergenic,,,Intergenic
chr3,45816569,45816889,321,45816845,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_753,Intergenic,,,Lx9|LINE|L1
chr3,51745128,51745398,271,51745256,44,26.8729,7.54567,21.187,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_755,Intron,NM_001004176,Maml3,"intron (NM_001004176, intron 2 of 4)"
chr3,52270423,52270686,264,52270620,15,6.48984,3.78452,1.96238,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_756,Promoter,NM_019739,Foxo1,"intron (NM_019739, intron 1 of 2)"
chr3,52555070,52555304,235,52555248,18,6.27183,3.34631,1.78821,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_757,Intergenic,,,Intergenic
chr3,59222164,59222444,281,59222381,13,3.18615,2.34754,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_758,Intron,NM_177855;NM_027571,P2ry12;Med12l,"intron (NM_001357010, intron 1 of 3)"
chr3,59746429,59746898,470,59746876,13,4.1501,2.81636,0.186974,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_759,Intron,NM_001101531,Gm5538,"intron (NM_001101531, intron 3 of 4)"
chr3,60482916,60483216,301,60483011,12,3.58702,2.61243,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_760,Intron,NM_001253713,Mbnl1,L2b|LINE|L2
chr3,62762002,62762261,260,62762204,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_761,Intergenic,,,Intergenic
chr3,69041346,69041600,255,69041519,13,4.25176,2.8673,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_762,Intron,NM_025863,Trim59,"intron (NM_025863, intron 2 of 2)"
chr3,69722131,69722431,301,69722377,12,4.82437,3.2678,0.610116,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_763,Promoter,NM_133787,Nmd3,CpG
chr3,76346231,76346532,302,76346265,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_764,Intron,NM_178673;NM_001253719,Fstl5,"intron (NM_178673, intron 4 of 15)"
chr3,78964341,78964620,280,78964363,9,3.0871,2.5763,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_765,Intergenic,NM_001099624,Rapgef2,Intergenic
chr3,79109155,79109408,254,79109305,11,4.21835,3.04023,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_766,Intron,NM_001099624,Rapgef2,"intron (NM_001310536, intron 2 of 23)"
chr3,84066225,84066536,312,84066318,12,4.97234,3.34919,0.697082,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_767,Intergenic,NM_029797;NM_172681;NM_001271728;NM_030706;NM_001271725;NM_001271726;NM_001271727,Mnd1;Trim2;D930015E06Rik,Intergenic
chr3,87527463,87528453,991,87528049,15,7.10087,4.10226,2.50697,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_768,Promoter,NM_001083318;NM_012051;NM_001286844,Etv3,"exon (NM_001359750, exon 3 of 5)"
chr3,87529496,87529904,409,87529711,17,7.43043,3.99253,2.78223,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_769,Intron,NM_001083318;NM_012051;NM_001286844,Etv3,"intron (NM_001359750, intron 4 of 4)"
chr3,88510099,88510369,271,88510173,23,6.46518,3.01919,1.93826,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_770,Intergenic,NM_033526;NM_001163490;NM_001163491;NM_025448;NM_031248;NM_001029890;NR_105978;NM_001145876;NM_001145877;NM_001163489;NR_035434;NM_178696;NM_019390;NM_001281795;NM_001002011;NM_025928;NM_001111102;NM_013658;NM_016899,Mir1905;Slc25a44;Rab25;Pmf1;Ubqln4;Ssr2;Mir7011;Sema4a;Lmna;Lamtor2;Mex3a,Intergenic
chr3,88521898,88522161,264,88521945,10,3.56046,2.76506,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_771,Intergenic,NM_025448;NM_001145876;NM_001145877;NR_035434;NM_033526;NM_031248;NM_001163490;NM_001163491;NM_001029890;NM_016899;NM_001281795;NM_001198913;NM_001198912;NM_001198911;NM_013658;NR_105978;NM_001002011;NM_001111102;NM_008487;NM_001163489;NM_178696;NM_019390,Mir1905;Slc25a44;Rab25;Arhgef2;Ubqln4;Ssr2;Mir7011;Sema4a;Lmna;Lamtor2;Mex3a,Intergenic
chr3,89087633,89087910,278,89087713,20,11.2471,5.41024,6.25409,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_772,Promoter,NM_001083808,Rusc1,"exon (NM_001083807, exon 8 of 10)"
chr3,89190388,89190645,258,89190495,18,7.33575,3.82221,2.69127,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_773,Intergenic,NM_025327;NM_001083807;NM_001077411;NM_008094;NM_134469;NM_001039466;NM_013691;NM_010107;NM_011886;NM_013631;NM_001099779;NR_030579;NM_001163432;NM_001014995;NM_009057;NM_001253751;NM_026767;NM_183037;NM_007712;NR_121683;NM_028188;NM_001161824;NR_122037;NM_001162425;NM_008227;NM_013605;NM_013604,Fdps;Mir92b;Scamp3;Pklr;Fam189b;Hcn3;Gba;Thbs3;Efna1;Krtcap2;Rusc1;Mtx1;Trim46;Clk2;Dpm3;Muc1;Slc50a1,Intergenic
chr3,89840553,89840841,289,89840615,12,4.82437,3.2678,0.610116,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_774,Intron,NM_172530,She,"intron (NM_172530, intron 2 of 5)"
chr3,90503758,90504007,250,90503856,13,4.1501,2.81636,0.186974,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_775,Intron,NM_001293777;NM_001293776;NM_023215;NM_001293779;NM_001293781;NM_001293782;NM_001293780;NM_001293778,Chtop,"intron (NM_023215, intron 2 of 4)"
chr3,93132729,93132980,252,93132927,10,3.6805,2.83393,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_776,Intergenic,NM_001081200;NM_001013804;NM_001034860;NM_001177694,Flg2;Gm4858;Crnn,Lx5b|LINE|L1
chr3,95142083,95142719,637,95142285,14,5.71353,3.50916,1.29421,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_777,Promoter,NM_027206,Tnfaip8l2,promoter-TSS (NM_027206)
chr3,95575597,95575949,353,95575783,11,4.30978,3.09156,0.20119,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_778,Exon,NM_001289537;NM_001289534;NM_001289532;NM_026489,Hormad1,7SK|RNA|RNA
chr3,95669087,95669327,241,95669106,16,3.05212,2.13859,0,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_779,Intergenic,NM_001026212;NM_008562;NM_027931;NM_026489;NM_001252653;NM_001289537;NM_001289534;NM_019561;NM_001289532;NM_001081293;NM_007899;NM_144899;NM_001177669;NM_001177670;NM_146133;NM_001163618;NM_001163619;NR_105981;NM_001163617,Tars2;Adamtsl4;Golph3l;Ecm1;Mir7014;Rprd2;Ensa;Hormad1;Mcl1,Intergenic
chr3,96593759,96594159,401,96594022,12,4.82437,3.2678,0.610116,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_780,Promoter,NM_027241;NM_001024851;NM_001293701,Ankrd34a;Polr3gl,"intron (NM_027241, intron 1 of 7)"
chr3,97932040,97932327,288,97932275,14,4.45091,2.87902,0.316419,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_782,Promoter,NM_001033779,Gm5544,"intron (NM_001033779, intron 1 of 1)"
chr3,98012985,98013474,490,98013394,16,7.91394,4.37971,3.19954,8038_CK_12_fastq_vs_8038_CK_1_fastq.mm10.macs2_peak_783,Promoter,NM_010928,Notch2,promoter-TSS (NM_010928)
